disease, disease_url, summary
Schizophrenia,https://medlineplus.gov/schizophrenia.html,Schizophrenia is a serious brain illness. People who have it may hear voices that aren't there. They may think other people are trying to hurt them. Sometimes they don't make sense when they talk. The disorder makes it hard for them to keep a job or take care of themselves.
School Health,https://medlineplus.gov/schoolhealth.html,Your child spends more time at school than anywhere else except home. Schools can have a major effect on children's health. Schools can teach children about health; and promote healthy behaviors. Physical education classes give children a chance to get exercise.
Sciatica,https://medlineplus.gov/sciatica.html,Sciatica is a symptom of a problem with the sciatic nerve; the largest nerve in the body. It controls muscles in the back of your knee and lower leg and provides feeling to the back of your thigh; part of your lower leg; and the sole of your foot. When you have sciatica; you have pain; weakness; numbness; or tingling. It can start in the lower back and extend down your leg to your calf; foot; or even your toes. It's usually on only one side of your body.
Immune System and Disorders,https://medlineplus.gov/immunesystemanddisorders.html,Your immune system is a complex network of cells; tissues; and organs that work together to defend against germs. It helps your body to recognize these "foreign" invaders. Then its job is to keep them out; or if it can't; to find and destroy them.
Scleroderma,https://medlineplus.gov/scleroderma.html,Scleroderma means hard skin. It is a group of diseases that cause abnormal growth of connective tissue.  Connective tissue is the material inside your body that gives your tissues their shape and helps keep them strong. In scleroderma; the tissue gets hard or thick. It can cause swelling or pain in your muscles and joints.
Scoliosis,https://medlineplus.gov/scoliosis.html,Scoliosis causes a sideways curve of your backbone; or spine. These curves are often S- or C-shaped.  Scoliosis is most common in late childhood and the early teens; when children grow fast. Girls are more likely to have it than boys. It can run in families. Symptoms include leaning to one side and having uneven shoulders and hips. Sometimes it is easy to notice; but not always.
Health Screening,https://medlineplus.gov/healthscreening.html,Screenings are tests that look for diseases before you have symptoms. Screening tests can find diseases early; when they're easier to treat. You can get some screenings in your doctor's office. Others need special equipment; so you may need to go to a different office or clinic.
Newborn Screening,https://medlineplus.gov/newbornscreening.html,Your newborn infant has screening tests before leaving the hospital. There may be different tests depending on the state where you live. They include
Motion Sickness,https://medlineplus.gov/motionsickness.html,Motion sickness is a common problem in people traveling by car; train; airplanes; and especially boats. Anyone can get it; but it is more common in children; pregnant women; and people taking certain medicines. Motion sickness can start suddenly; with a queasy feeling and cold sweats. It can then lead to dizziness and nausea and vomiting.
Seasonal Affective Disorder,https://medlineplus.gov/seasonalaffectivedisorder.html,Seasonal affective disorder (SAD) is a type of depression that comes and goes with the seasons. It usually starts in the late fall and early winter and goes away during the spring and summer. Some people do have episodes of depression that start in the spring or summer; but that is a lot less common. Symptoms of SAD may include
Hay Fever,https://medlineplus.gov/hayfever.html,Each spring; summer; and fall; trees; weeds; and grasses release tiny pollen grains into the air. Some of the pollen ends up in your nose and throat. This can trigger a type of allergy called hay fever.
Dandruff, Cradle Cap, and Other Scalp Conditions,https://medlineplus.gov/dandruffcradlecapandotherscalpconditions.html,Your scalp is the skin on the top of your head. Unless you have hair loss; hair grows on your scalp. Different skin problems can affect your scalp.
Patient Rights,https://medlineplus.gov/patientrights.html,As a patient; you have certain rights.  Some are guaranteed by federal law; such as the right to get a copy of your medical records; and the right to keep them private.  Many states have additional laws protecting patients; and health care facilities often have a patient bill of rights.
Surgery,https://medlineplus.gov/surgery.html,There are many reasons to have surgery. Some operations can relieve or prevent pain. Others can reduce a symptom of a problem or improve some body function. Some surgeries are done to find a problem. For example; a surgeon may do a biopsy; which involves removing a piece of tissue to examine under a microscope. Some surgeries; like heart surgery; can save your life.
Talking With Your Doctor,https://medlineplus.gov/talkingwithyourdoctor.html,How well you and your doctor communicate with each other is one of the most important parts of getting good health care. Being prepared can help make the most of your visit. Here are some things you can bring:
Secondhand Smoke,https://medlineplus.gov/secondhandsmoke.html,Secondhand smoke is a mixture of the smoke that comes from the burning end of a cigarette; cigar; or pipe; and the smoke breathed out by the smoker.  It contains more than 7;000 chemicals. Hundreds of those chemicals are toxic and about 70 can cause cancer.
Seizures,https://medlineplus.gov/seizures.html,Seizures are symptoms of a brain problem. They happen because of sudden; abnormal electrical activity in the brain. When people think of seizures; they often think of convulsions in which a person's body shakes rapidly and uncontrollably. Not all seizures cause convulsions. There are many types of seizures and some have mild symptoms. Seizures fall into two main groups. Focal seizures; also called partial seizures; happen in just one part of the brain. Generalized seizures are a result of abnormal activity on both sides of the brain.
